feature,importance
feature_0,0.19318911909283507
feature_2,0.18016898112438004
feature_1,0.13325437624086423
feature_3,0.10941565398127978
feature_8,0.0829252553287094
feature_5,0.08225963854552822
feature_7,0.06951865703086457
feature_4,0.06626331354002246
feature_9,0.053965208122262444
feature_6,0.029039796993253875
