dataset,cell,k_max,dynamic,k_reg,mse_mean,mse_std,nll_gaussian_mean,nll_gaussian_std,nll_mdn_mean,nll_mdn_std,effective_k_mean,effective_k_std,max_p_mid_mean,max_p_mid_std,sum_p_mid_mean,sum_p_mid_std,wall_time_s_mean,wall_time_s_std
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,1.7966438,0.1913334393910275,1.4582252,0.16876881779582392,,,2.8901399999999997,0.165507289869661,0.34016,0.09087867186529522,0.34016,0.09087867186529522,9.419999999999998,4.1294067370507355
heteroscedastic,C,3,NONE,NONE,1.858069,0.1373295004032273,1.6668998,0.06336577325102247,3.3181602,1.1835861872946556,3.0,0.0,0.31508,0.03768974661628808,0.31508,0.03768974661628808,6.040000000000001,1.6395121225535363
heteroscedastic,C,3,SOFT_GATING,ELBO,1.8699966,0.19708909955347603,1.4456788,0.12553411727375155,,,2.3520600000000003,0.016863955645102853,0.27794,0.12202404681045455,0.27794,0.12202404681045455,19.740000000000002,3.562723677188563
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,1.8099078,0.12820882051442473,1.4653032,0.08852169012564098,,,2.85846,0.1462236574566511,0.35548,0.2529116881443007,0.35548,0.2529116881443007,7.859999999999999,3.5865024745565135
heteroscedastic,C,3,SOFT_GATING,NONE,1.7940108,0.1478089848273779,1.4630836,0.08521953216722096,,,2.92608,0.09827968762669125,0.33972,0.1394212394149471,0.33972,0.1394212394149471,9.24,5.4062926298897285
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,1.8990088,0.1629424292800989,1.6704830000000002,0.04693626826879191,,,2.29258,0.07768904041111584,0.21871999999999997,0.04916489601331421,0.39844,0.10823468944843885,19.6,6.014981296729029
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,1.7780660000000001,0.12707818535256155,1.4601668,0.1295662231976374,,,4.2391,0.7461700476432972,0.38308,0.10966251410577821,0.54196,0.1393397933111715,17.14,2.4490814604663513
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,1.8336078,0.14039554639553198,1.4983236,0.16675555124882643,,,4.43992,0.7231838542168927,0.34926,0.10585236416821307,0.5389,0.15460578902486152,14.040000000000001,3.9551232597733286
heteroscedastic,C,5,NONE,NONE,1.7683091999999998,0.09874273374633698,1.6008422,0.03559163083788098,3.6233096000000002,0.8871617912451484,5.0,0.0,0.37454,0.026606164699182026,0.58674,0.03658261882369823,9.24,1.8187908071023455
heteroscedastic,C,5,SOFT_GATING,ELBO,1.8006742,0.11196055107581418,1.4121578,0.0766405973339196,,,3.05124,0.022222128610913907,0.41852,0.05816637344720745,0.4908799999999999,0.060680614696952406,29.32,6.819604094080536
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,1.8203638000000002,0.10524034081900344,1.475041,0.151570070187026,,,3.3809799999999997,0.9297597065909019,0.40692000000000006,0.14172772135330478,0.54542,0.16613586909514755,17.880000000000003,9.09736225507152
heteroscedastic,C,5,SOFT_GATING,NONE,1.7546427999999998,0.11905701378415305,1.4106916,0.07496717511884787,,,3.7616799999999997,0.8486151023874133,0.30938,0.1630719227825563,0.43128,0.21455336632176156,18.4,7.046985170979147
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,1.8149895999999999,0.1662022720792348,1.6618526,0.05697884946451628,,,2.57024,0.06000398320111773,0.20095999999999997,0.12979623646315788,0.3226,0.14673562962007558,29.060000000000002,5.472933399923665
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,1.805677,0.1109453294465341,1.4396942,0.09405478334832314,,,5.25462,0.7250913094224755,0.32504,0.12180208536802643,0.44128,0.14168753297308834,19.5,6.518435395092905
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,1.8409442000000003,0.1279122460857443,1.4277504,0.07853231159401837,,,5.803459999999999,0.838437605311212,0.28364,0.17540645085058873,0.40759999999999996,0.19591068117894947,17.14,4.992294061851725
heteroscedastic,C,7,NONE,NONE,1.7277026,0.10106313749483539,1.5927012,0.03250232780432808,4.1345328,1.7262360042445528,7.0,0.0,0.24508000000000002,0.02434855231836176,0.41666,0.028970812898501834,11.68,2.1741665069630702
heteroscedastic,C,7,SOFT_GATING,ELBO,1.8059798,0.2191040116193676,1.4494644,0.12816773490742517,,,3.82742,0.08000879326674046,0.09516,0.07957994722290283,0.1406,0.09558909456627364,32.7,7.462908280288588
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,1.783197,0.24726327786187738,1.3988158,0.056918991819075566,,,5.08286,1.1409611597245546,0.42026,0.182201984072622,0.51322,0.1941106308268561,2370.6,5255.319823283831
heteroscedastic,C,7,SOFT_GATING,NONE,1.7604692,0.11156899737247802,1.4285548000000001,0.08771445270136502,,,5.534879999999999,1.0153390305705776,0.3969,0.21156174039745468,0.51344,0.2381202910295551,24.66,6.190961153165151
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,0.32386360000000003,0.017636688657454935,0.7513797999999999,0.08275386456655665,,,2.0784,0.033422821544567397,0.17786,0.05924544708245521,0.17786,0.05924544708245521,10.1,2.898275349237888
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,0.2993812,0.05170685689248574,0.5322266,0.03897196165578528,,,2.9505,0.07356860743550862,0.16598,0.23985838947178814,0.16598,0.23985838947178814,10.080000000000002,2.0474374227311563
piecewise,B,3,GUMBEL_SOFTMAX,NONE,0.2885436,0.040886912934336335,0.5570094,0.11132965601671466,,,2.91918,0.12213896593634634,0.17284,0.235526013425269,0.17284,0.235526013425269,9.84,3.226918034285965
piecewise,B,3,NONE,NONE,0.32152959999999997,0.06903228744797613,0.6012914,0.10250869724223402,1.4316184,0.48118197827152676,3.0,0.0,0.15608,0.08179417460919818,0.15608,0.08179417460919818,7.140000000000001,1.4363147287415805
piecewise,B,3,SOFT_GATING,ELBO,0.294735,0.02930793320075641,0.5437162000000001,0.056857891723137266,,,2.34666,0.023044695702048177,0.0722,0.07140875296488519,0.0722,0.07140875296488519,12.0,3.113679495388053
piecewise,B,3,SOFT_GATING,K_PENALTY,0.2791928,0.03113767310991622,0.47633580000000003,0.08058679182223351,,,2.60538,0.2275494385842338,0.14628000000000002,0.217362317341346,0.14628000000000002,0.217362317341346,8.620000000000001,3.6072149922065915
piecewise,B,3,SOFT_GATING,NONE,0.2884922,0.029095652109894357,0.47720219999999997,0.04352764868103951,,,2.7922800000000003,0.06534643831151016,0.16598,0.22686764202944412,0.16598,0.22686764202944412,7.92,2.819042390600042
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,0.31158600000000003,0.06441177879083917,0.5471672,0.08219782013654618,,,2.35038,0.03686118554794463,0.45410000000000006,0.26467052159241305,0.48124,0.26064936792557164,15.520000000000001,5.804911713368257
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,0.2850348,0.02745625912610821,0.5023858000000001,0.061919406668668915,,,3.8804600000000002,0.7053629051771861,0.5139400000000001,0.23593209404402785,0.59424,0.22441793154736991,12.48,4.158966217703625
piecewise,B,5,GUMBEL_SOFTMAX,NONE,0.279553,0.02560100065427131,0.4953442,0.044380628563597445,,,4.41744,0.6324225747077666,0.5067999999999999,0.24453902551535614,0.58014,0.24646954781473507,16.82,6.491301872506009
piecewise,B,5,NONE,NONE,0.29833940000000003,0.03764287284201355,0.5597268,0.10398171305667164,1.0703784,0.4917007487479555,5.0,0.0,0.44845999999999997,0.12192947961834333,0.51718,0.16765108708266702,7.5200000000000005,2.187921387984495
piecewise,B,5,SOFT_GATING,ELBO,0.3011584,0.04988561446248807,0.5263658,0.06816537026379303,,,3.0768999999999997,0.0624625888032188,0.4723,0.35302832747528917,0.5232,0.3761614081747356,17.84,7.0966893689945305
piecewise,B,5,SOFT_GATING,K_PENALTY,0.29473320000000003,0.027791327994538144,0.4907876,0.040867833626215114,,,3.7151400000000003,0.4059796583574108,0.56278,0.24837903897068286,0.5977,0.27802313752635766,11.059999999999999,4.797186675542239
piecewise,B,5,SOFT_GATING,NONE,0.3000064,0.04506615198571984,0.5117166,0.06756734122932469,,,4.21586,0.2675994263820459,0.43402,0.35280987372804634,0.48242,0.3650789804960017,10.6,5.090677754484171
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,0.3210868,0.04496217385425221,0.606513,0.09269175398599386,,,2.63068,0.05970583723556677,0.414,0.24847204068063672,0.43136,0.24734188484767394,18.56,7.679387996448675
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,0.2936574,0.022126104860548782,0.5341718,0.06051805247775246,,,5.94872,0.8743900456889936,0.40352,0.24855228222649658,0.44478,0.26000095576747406,22.660000000000004,10.425113908250598
piecewise,B,7,GUMBEL_SOFTMAX,NONE,0.29397419999999996,0.038796519414761935,0.5054486,0.06377306209364575,,,6.3823,0.5721557698739043,0.41646,0.21952592785363648,0.4447,0.20842196381379768,23.9,10.419213022104884
piecewise,B,7,NONE,NONE,0.31921600000000006,0.05357344716835012,0.5928114,0.17008891529226708,1.1247934000000002,0.29327978701369795,7.0,0.0,0.14544,0.18440056399046076,0.15884,0.19210914345756686,7.140000000000001,3.895895275799903
piecewise,B,7,SOFT_GATING,ELBO,0.30870319999999996,0.04496708100043853,0.5135344,0.06687163499421858,,,3.7495199999999995,0.0542818754281758,0.48507999999999996,0.25331135387108095,0.53124,0.2788291376452612,33.260000000000005,8.209019429871026
piecewise,B,7,SOFT_GATING,K_PENALTY,0.2911674,0.03016631736390773,0.49086420000000003,0.04261671983154033,,,4.39806,0.5209653952039427,0.35316000000000003,0.21013465444804671,0.38856,0.21571401901591836,24.860000000000003,10.786704779495915
piecewise,B,7,SOFT_GATING,NONE,0.28209819999999997,0.039581441550302326,0.50081,0.06778827399705646,,,5.22378,0.5889122956773786,0.35302,0.21674892617957764,0.37106000000000006,0.21737794966371363,31.439999999999998,10.614753883157158
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,0.5783134,0.1106123049068231,1.087663,0.0611704592430039,,,2.1262,0.03716369195868466,0.1983,0.03442586237118833,0.1983,0.03442586237118833,10.26,3.0745731411043065
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,0.3073918,0.057455814542133166,0.5915914,0.18479985556623144,,,2.91092,0.18812141558047027,0.30718,0.10394468240367086,0.30718,0.10394468240367086,7.32,2.76983754036225
piecewise,C,3,GUMBEL_SOFTMAX,NONE,0.3030724,0.054723467354508906,0.5795044,0.17283355549284984,,,2.98884,0.01539912335167167,0.34696,0.16231199277933836,0.34696,0.16231199277933836,9.0,2.4166091947189146
piecewise,C,3,NONE,NONE,0.37076560000000003,0.02434388886969376,0.8218954,0.022035240305020517,1.0991916,0.2556044259286212,3.0,0.0,0.33768000000000004,0.022691562308488157,0.33768000000000004,0.022691562308488157,7.4,2.1886068628239292
piecewise,C,3,SOFT_GATING,ELBO,0.3318296,0.06113972652294087,0.6731446,0.1650807965915478,,,2.34952,0.022305985743741444,0.3069,0.20110998234796798,0.3069,0.20110998234796798,10.8,5.624944444170092
piecewise,C,3,SOFT_GATING,K_PENALTY,0.3061136,0.03903855336459074,0.5257828,0.045391537996635443,,,2.78576,0.12005866482682552,0.30322,0.18458284589852872,0.30322,0.18458284589852872,7.74,2.441925469788134
piecewise,C,3,SOFT_GATING,NONE,0.2969092,0.03626505433885353,0.5151703999999999,0.04555832722236407,,,2.8449400000000002,0.13075757339443095,0.35168,0.20401489406413442,0.35168,0.20401489406413442,8.059999999999999,2.5948024973010955
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,0.3972506,0.03515209199037803,0.8595273999999999,0.049976647529621304,,,2.30314,0.05488267486192693,0.308,0.05031386488831884,0.43970000000000004,0.06900960078134058,15.4,6.471862174057788
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,0.36375159999999995,0.11166291922254226,0.6470157999999999,0.24838237149745554,,,4.4825800000000005,1.1041588187394056,0.35338,0.09670386238408472,0.5529599999999999,0.15154724675823047,10.68,5.256614880319843
piecewise,C,5,GUMBEL_SOFTMAX,NONE,0.3705342,0.13574597195755017,0.633457,0.25653024803422314,,,4.49938,1.080548687935902,0.37344,0.10530032288649452,0.54226,0.11495839682250268,9.64,5.5473417057181535
piecewise,C,5,NONE,NONE,0.3054224,0.0328592317667349,0.6261699999999999,0.04439990438052768,1.1522756,0.37666544770963534,5.0,0.0,0.45042,0.017819287303368785,0.57108,0.026379859741856086,7.5,1.6355427233796123
piecewise,C,5,SOFT_GATING,ELBO,0.31300540000000004,0.06102345938899237,0.5556058,0.09198370891195896,,,3.11928,0.03762123070820524,0.30998000000000003,0.10877898234493646,0.46340000000000003,0.1491337989860112,18.66,6.486370325536463
piecewise,C,5,SOFT_GATING,K_PENALTY,0.3397204,0.08605091087431904,0.629645,0.280789549233051,,,3.80118,0.8678961095661163,0.38312,0.22509328510641982,0.47824,0.21447905025899383,11.66,8.450325437520144
piecewise,C,5,SOFT_GATING,NONE,0.3282816,0.11435081554715736,0.584013,0.23387946196491902,,,4.1872,0.7175918861024,0.53276,0.27056263230534994,0.6087400000000001,0.2798238517353372,12.16,6.595680404628472
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,0.3592932,0.02419734898082847,0.77847,0.05787027103789992,,,2.58556,0.08611604380137293,0.16934,0.0680575712173157,0.29176,0.13210621862728492,27.04,1.930802941783547
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,0.366339,0.12873357902855023,0.621887,0.23903725198596137,,,5.35262,1.7024049450703558,0.2303,0.08182768480166111,0.39032,0.14244696205956797,23.9,8.394641147779934
piecewise,C,7,GUMBEL_SOFTMAX,NONE,0.31772039999999996,0.03378213078389225,0.5930104,0.08124747244868608,,,6.07372,1.1132938008450421,0.3287,0.12069573314744808,0.5293,0.18326660906995576,21.52,9.401701973579039
piecewise,C,7,NONE,NONE,0.2997064,0.030305297322415437,0.5622398000000001,0.053047817369803234,1.202706,0.20613622319839855,7.0,0.0,0.31196,0.01973000253421169,0.4227,0.025525183642826164,10.719999999999999,2.4549949083450255
piecewise,C,7,SOFT_GATING,ELBO,0.3003018,0.05084827313390298,0.6956692,0.4069024459587334,,,3.8091999999999997,0.05094973012686146,0.32238,0.07680408192277283,0.43335999999999997,0.04920424778410905,24.98,14.306536967414583
piecewise,C,7,SOFT_GATING,K_PENALTY,0.31594540000000004,0.05845380395919499,0.6974022,0.20062278357579433,,,4.77742,0.8398930866485329,0.21417999999999998,0.13975080321772754,0.29666000000000003,0.15873012631507608,16.839999999999996,13.787603127447495
piecewise,C,7,SOFT_GATING,NONE,0.3086392,0.0559302289348077,0.6157368,0.18544381465473578,,,5.13048,1.0682717266688282,0.22864,0.13862839896644555,0.30088,0.10433272257542213,22.44,11.742146311471341
