feature,importance
feature_8,0.2155318068024723
feature_2,0.15237740208320233
feature_7,0.13086905035595717
feature_3,0.09127627511769171
feature_0,0.08825517252491623
feature_5,0.08819304117379732
feature_9,0.08180164170613545
feature_4,0.06631104711708288
feature_6,0.04615309336353249
feature_1,0.03923146975521215
