noise_std,dynamic,k_reg,mse_mean,mse_std,nll_gaussian_mean,nll_gaussian_std,effective_k_mean,effective_k_std,bypass_fraction_mean,bypass_fraction_std,effective_k_nobypass_mean,effective_k_nobypass_std,wall_time_s_mean,wall_time_s_std
0.1,NONE,NONE,10.0011674,5.165306135989743,0.0882478,0.19706386579659904,10.0,0.0,0.0,0.0,10.0,0.0,10.72,0.7596051605933171
0.1,SOFT_GATING,NONE,0.0364076,0.023672171495238873,-0.5876198,0.0597954154655689,7.68626,1.9036403462839302,0.58546,0.31339923101373435,4.14482,0.637841208295607,49.28,6.772887124410091
0.5,NONE,NONE,4.7452190000000005,3.6472698158349894,1.0982494,0.16826144339330978,10.0,0.0,0.0,0.0,10.0,0.0,10.74,0.5504543577809154
0.5,SOFT_GATING,NONE,0.3068782,0.024304095780341244,0.806605,0.07475900358150854,7.114699999999999,1.9697845986300124,0.4772,0.31484917023870335,4.16352,0.9454089310980727,48.54,6.842368011149356
2.0,NONE,NONE,9.9609676,5.190676352282793,2.2832073999999998,0.11841638658268534,10.0,0.0,0.0,0.0,10.0,0.0,10.459999999999999,0.08944271909999131
2.0,SOFT_GATING,NONE,4.178035599999999,0.7640452274959254,2.1567908000000005,0.10927226351503817,7.567480000000001,1.0193347717997263,0.18344,0.20360634322142324,6.5751599999999994,1.3453511132786118,50.06,14.549329881475641
