feature,importance
feature_0,0.28726651380524926
feature_1,0.24201910764623316
feature_3,0.07334421808624514
feature_7,0.06788934046622022
feature_8,0.06528867428278945
feature_4,0.0642431030712622
feature_2,0.0530027256741104
feature_9,0.05202483360776188
feature_5,0.050514249443000335
feature_6,0.044407233917128044
