feature,importance
feature_0,0.27803825924751774
feature_1,0.25716159173222475
feature_5,0.10932883083556467
feature_3,0.08718400520226038
feature_4,0.062486182231851685
feature_6,0.05081277969912987
feature_7,0.04133146799192281
feature_2,0.03999640140558818
feature_9,0.03831411878120795
feature_8,0.03534636287273224
